	Name	Reactants	SMARTS	Products	Comments
1920	rule0025_01	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&!R]-&!@[#7&!R]-&!@[#6&!R](-&!@[#6&!R](-&!@[#7&!R]-&!@[#6&!R](-&!@[#6&!R](-&!@[#7&!R]-&!@[#6&!R](-&!@[#6&!R](-&!@[#7&!R]-&!@[#6&!R](-&!@[#6&!R](-&!@[#7&!R]-&!@[#6&!R](-&!@[#6&!R])=&!@[#8&!R])-&!@[#6&!R]-&!@[#6&!R](-&!@[#6&!R])-&!@[#6&!R])=&!@[#8&!R])-&!@[#6&!R]-&!@[#6&R]1:&@[#6&R]:&@[#7&R]:&@[#6&R]2:&@[#6&R]:&@1:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@2)=&!@[#8&!R])-&!@[#6&!R]-&!@[#6&!R](-&!@[#6&!R])-&!@[#6&!R])=&!@[#8&!R])-&!@[#6&!R]-&!@[#6&R]1:&@[#6&R]:&@[#7&R]:&@[#6&R]2:&@[#6&R]:&@1:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@2)=&!@[#8&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	
1921	rule0025_02	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&!R]=&!@[#6&!R](-&!@[#6&!R]=&!@[#6&!R]-&!@[#6&!R]=&!@[#6&!R](-&!@[#6&!R])-&!@[#6&!R]=&!@[#6&!R]-&!@[#6&R]1=&@[#6&R](-&!@[#6&!R])-&@[#6&R]-&@[#6&R]-&@[#6&R]-&@[#6&R]-&@1(-&!@[#6&!R])-&!@[#6&!R])-&!@[#6&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	A9YD19;C2N217;O93344;O94788;P00352;P05091;P15437;P24549;P27463;P40047;P47771;P47895;P48644;P51647;P51648;P51977;P54114;P86886;Q0H2G3;Q28399;Q62148;Q63639;Q8HYE4;Q8K4D8;Q8MI17;Q8NLZ0;Q9DD46;Q9I8W8;Q9JHW9
1922	rule0025_03	Any;NADH_CoF	[#6;$([#6&R]1-&@[#6&R]2:&@[#6&R](:&@[#6&R]:&@[#6&R](:&@[#6&R]:&@[#6&R]:&@2-&@[#8&R]-&@[#6&R](-&@[#6&R]-&@1)-&!@[#6&R]1:&@[#6&R]:&@[#6&R]:&@[#6&R](:&@[#6&R]:&@[#6&R]:&@1)-&!@[#8&!R])-&!@[#8&!R])-&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	A0A1B4ZAW1;A0A1B4ZAW2;A0A1B4ZAW7;A0A286QXX3;A0A286QXY4;A1XEF4;A1XEF7;E4W4T1;I1E425;Q3KN75;Q3S9L6;Q4W2K4;Q4W2K5;Q4W2K6;Q5D7Y1;Q5D7Y2;Q84V83;V9PJ26;W6EL68;X2CYU7
1923	rule0025_04	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&!R]=&!@[#6&!R]-&!@[#6&R]1:&@[#6&R]:&@[#6&R](-&!@[#8&!R]-&!@[#6&!R]):&@[#6&R](:&@[#6&R]:&@[#6&R]:&@1)-&!@[#8&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	A2PZP3;G2IKV5;G2IMC6;K9UV87;O86447;Q86447;Q9I6C8
1924	rule0025_05	Any;NADH_CoF	[#6;$([#6&R]1-&@[#6&R]-&@[#6&R](-&@[#7&R]=&@[#6&R](-&@[#6&R]-&@1)-&!@[#6&!R](=&!@[#8&!R])-&!@[#8&!R])-&!@[#6&!R](=&!@[#8&!R])-&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	A0AK12;A0K4H7;A0KTT2;A0L4Z4;A0LEA6;A0LZI4;A0PQF8;A0PZM2;A0QVR3;A0RBY6;A0RMR7;A1A780;A1ATI7;A1BI80;A1JJE5;A1KMB5;A1KRN3;A1RGQ6;A1S8K1;A1T7N8;A1UEU3;A1UTM3;A1V0H0;A1VDM6;A1VXS5;A1WX29;A2RJS9;A2S5J7;A2SQU7;A3CMU3;A3CVI6;A3D7S3;A3MA87;A3MPI2;A3N048;A3NDK8;A3NZB9;A3PNF3;A3PYA0;A3QGV8;A4FXV6;A4G8E2;A4IQ67;A4JBH8;A4QEY0;A4SD53;A4SLF8;A4TCI6;A4TQE9;A4VPQ3;A4VUK5;A4W0U7;A4W6E7;A4WWP7;A4XYF4;A4Y9M3;A4YJP9;A5CSN2;A5E8K0;A5F5N9;A5FQT3;A5FXD9;A5GD90;A5GSL5;A5I9V1;A5IM63;A5ISS8;A5U6C6;A5UCB3;A5UF10;A5ULF7;A5W9A1;A6LP59;A6Q596;A6Q6T6;A6QGU7;A6T235;A6T4H8;A6TT16;A6U1L7;A6UEW2;A6UNQ4;A6UUT2;A6VCL6;A6VFL4;A6VPE4;A6WRU0;A7FMD2;A7GN70;A7GWC2;A7H1R4;A7H774;A7HZ36;A7I316;A7I854;A7MI96;A7MXR0;A7X273;A7Z600;A7ZB70;A7ZHC0;A7ZVX9;A8ALS4;A8AX95;A8EWI3;A8EXL6;A8FEI3;A8FJZ8;A8FYT6;A8G9M8;A8GMB6;A8GQX3;A8GV42;A8H756;A8LL24;A8MF41;A8YUT4;A8Z3X4;A9AB21;A9AHB2;A9HE99;A9IXE5;A9KC25;A9L0Q8;A9M3H7;A9MR41;A9MYI6;A9NA71;A9R003;A9VME3;B0BNW4;B0CE31;B0KIS3;B0RGX5;B0RSP5;B0TQB8;B0U565;B0UU27;B0VA26;B0VPZ8;B1HTF0;B1ICX7;B1IRE5;B1J256;B1JKZ4;B1JVG6;B1KRS8;B1LBR0;B1LFW1;B1VDC2;B1VXZ4;B1XBF6;B1XIL4;B1XT71;B1YJ40;B1YT08;B2FQ70;B2GC12;B2HKW6;B2I2G4;B2I841;B2IBR8;B2IR75;B2J0A9;B2JGX9;B2K3N1;B2TS69;B2U250;B2UCA2;B2UMF1;B2UTX8;B2V5A9;B2VH06;B3CN84;B3E935;B3EG74;B3EN04;B3H1A7;B3Q978;B3QKY9;B3QYM8;B3R6R4;B4EEW4;B4F2T9;B4RR35;B4SEU9;B4SHT7;B4T6J1;B4TIG4;B4TWQ6;B4UHF2;B5BL41;B5E6K0;B5EGX3;B5F744;B5FA64;B5FHF8;B5R1Q4;B5RG99;B5Y210;B5YEB2;B5YYC3;B5Z6N2;B6ENC8;B6HYX9;B6J2F3;B6J4U6;B6JCI8;B6JL92;B7GUF6;B7GV10;B7HHT6;B7HL46;B7I2B0;B7IF14;B7IPB0;B7JH17;B7JW41;B7KBV6;B7L4F3;B7LWM1;B7M0C7;B7MAF2;B7MNN7;B7N7Q5;B7NHD5;B7UI76;B7V1H1;B7VJ13;B8CKF7;B8D751;B8D8U7;B8DC19;B8DJT5;B8DWI3;B8E2S7;B8E4S9;B8EIQ3;B8F8Q1;B8FQZ3;B8GNX3;B8HRK9;B8J0P9;B8JAN4;B8ZLL9;B9DP24;B9DRX8;B9IVQ5;B9J6R4;B9JYQ3;B9K866;B9KDT6;B9KP40;B9KY70;B9M381;C0Q4K5;C0R175;C0R2S2;C1AFN6;C1C8E8;C1CFE0;C1CLQ6;C1CSH7;C1D7H9;C1DFM1;C1EN29;C1KWK7;C3L8Q7;C3LQT6;C3MBY7;C3P5Q2;C3PH06;C3PMI6;C4K0R8;C4L2D3;C4LCT8;C4ZPV7;C5B7N2;C5BQ31;C5BWQ6;C6BTW9;C6DF00;C6E9Q8;D8R6G2;F6HB41;O26891;O29353;O67061;O69783;O80574;O84369;O86836;P04036;P24703;P38103;P40110;P42976;P45153;P45415;P46829;P57246;P57867;P58209;P58210;P58211;P58326;P59474;P63893;P63894;P63895;P63896;P72642;P94844;P9WP22;P9WP23;Q02FR3;Q02Y20;Q03M29;Q04JJ1;Q04U79;Q053P2;Q057Y0;Q07UT2;Q086I8;Q0A7E5;Q0AER1;Q0AXH2;Q0BIB8;Q0BPE6;Q0HLM3;Q0HY04;Q0I3N1;Q0K705;Q0SRS4;Q0TLW0;Q0TP54;Q10P67;Q10YI1;Q11CB4;Q12QJ4;Q12ZG1;Q13E66;Q15TQ4;Q16CE5;Q17XF1;Q1AZV2;Q1BA69;Q1BZ73;Q1C0I8;Q1CMU5;Q1CU21;Q1CZV9;Q1GKJ6;Q1IF57;Q1LJ29;Q1MRS7;Q1QSX7;Q1RGH0;Q1RHE5;Q1WU20;Q21CH6;Q21H39;Q24UK0;Q255G3;Q2FH42;Q2FNQ9;Q2GH22;Q2IGX0;Q2J314;Q2LTA0;Q2NHW0;Q2NVY2;Q2RJL2;Q2SMM6;Q2SZ94;Q2YBT6;Q2YJN7;Q2YXX3;Q30PD7;Q30ZK7;Q31LA3;Q326J2;Q32K66;Q39JM8;Q39Z66;Q3A1U6;Q3ACY8;Q3AIK8;Q3APL9;Q3AYN5;Q3B619;Q3BUC6;Q3IKQ7;Q3ISP9;Q3IYU4;Q3J7E0;Q3JNM7;Q3KI98;Q3KLZ2;Q3M723;Q3MFY8;Q3SJS2;Q3YRP2;Q3Z5X9;Q3Z7V5;Q3ZXV5;Q46DC3;Q46KV7;Q46XD7;Q47HI9;Q47RU3;Q47YI6;Q48E64;Q493S0;Q49XJ8;Q4FNQ1;Q4FVQ6;Q4JV62;Q4KIG9;Q4L6A1;Q4QKM7;Q4UKE7;Q4UU71;Q4ZNP9;Q52419;Q576R4;Q57865;Q57TJ7;Q5E7N0;Q5F5Y7;Q5FFT0;Q5FKQ8;Q5FSK8;Q5GTA6;Q5HAV4;Q5HG24;Q5HPE6;Q5HWX1;Q5KXW6;Q5L5G4;Q5LLT7;Q5M154;Q5M5P2;Q5N0M4;Q5NPM9;Q5P1G6;Q5PA93;Q5PIL9;Q5QXL5;Q5V5D5;Q5WGQ4;Q5X090;Q5X8U7;Q5YSW2;Q5ZZ80;Q607A7;Q62H17;Q63DK0;Q63QT3;Q65I50;Q65TY2;Q66ER9;Q67P64;Q67W29;Q68XM0;Q6A7P7;Q6AR64;Q6D0C7;Q6F6R2;Q6FZ13;Q6G2G3;Q6G9G5;Q6GH12;Q6HL23;Q6LUK7;Q6LYR5;Q6MRM8;Q6NCX8;Q6NGP2;Q71YA8;Q72BM6;Q72U21;Q73AW1;Q73I13;Q73VY3;Q74GT5;Q76D21;Q7MA63;Q7MNU2;Q7N8W3;Q7NLC0;Q7NX34;Q7TXX0;Q7U807;Q7UJD7;Q7V1N1;Q7V7D4;Q7VC38;Q7VIW7;Q7VLM6;Q7VQK8;Q7W510;Q7WGH5;Q81FP4;Q81SU0;Q822G7;Q82K82;Q82WP9;Q834S6;Q83SQ9;Q84CP9;Q87EC0;Q87SF5;Q87WP2;Q88DU4;Q88W01;Q891S2;Q89WK2;Q8CP95;Q8D3H6;Q8DEM0;Q8DHH2;Q8DUL9;Q8EHS7;Q8EQD3;Q8F133;Q8FLB4;Q8FV07;Q8G526;Q8K9Z5;Q8KBD8;Q8LB01;Q8NWS4;Q8P9L3;Q8PLE0;Q8PXL6;Q8RBI6;Q8RQN0;Q8THP0;Q8TVG7;Q8UIV8;Q8XJ55;Q8XVT2;Q8Y5Z6;Q8YDC8;Q8YU19;Q8Z9L9;Q8ZIL6;Q8ZRX8;Q92AA1;Q92J79;Q97GI8;Q9A2L1;Q9CFC0;Q9EZ11;Q9JX48;Q9K1F1;Q9KC93;Q9KPH7;Q9PEC3;Q9PIT2;Q9PK30;Q9S3W8;Q9X1K8;Q9X6Y9;Q9Z6L2;Q9ZE14;Q9ZLW6
1925	rule0025_06	Any;NADH_CoF	[#6;$([#6&!R](=&!@[#8&!R])-&!@[#6&!R](-&!@[#8&!R])-&!@[#6&R]1:&@[#6&R]:&@[#6&R]:&@[#6&R](:&@[#6&R](:&@[#6&R]:&@1)-&!@[#8&!R])-&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	A5F3A7;B8M9K4;E9Q3E1;J3QMK6;O06478;O34660;O35945;O74187;P05091;P08157;P0C6D7;P11884;P12693;P12762;P13601;P20000;P22281;P25795;P30837;P30838;P30839;P30840;P32872;P33008;P39616;P40108;P41751;P42041;P42236;P43353;P45959;P46329;P46368;P46369;P46562;P47738;P47740;P47771;P47895;P51648;P52476;P54114;P63938;P81178;P83401;P9WNY0;P9WNY1;Q04458;Q0WSF1;Q19A30;Q25417;Q27640;Q28399;Q29490;Q29491;Q2FF06;Q2FK94;Q2FWD6;Q2G1J0;Q2XQV4;Q2YUN1;Q2YV11;Q40255;Q41247;Q49Z69;Q4L803;Q4L919;Q56YU0;Q5HE78;Q5HJK3;Q5HLA3;Q5HMA0;Q5R6B5;Q5RF00;Q5RF60;Q60HH8;Q66HF8;Q6G7I8;Q6GCV9;Q6GEV3;Q6GKD8;Q70DU8;Q70E96;Q7A1Y7;Q7A4D8;Q7A825;Q7ZVB2;Q802W2;Q8CN24;Q8CNI5;Q8NLZ0;Q8NVG4;Q8S528;Q8VXQ2;Q8W033;Q94688;Q99SD6;Q99X54;Q9CZS1;Q9H2A2;Q9RJZ6;Q9RYG9;Q9SU63;Q9SYG7;Q9ZA11;Q9ZPB7;S0ENH1;W7MWX4
1926	rule0025_07	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&!R]-&!@[#6&!R](-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&!R]=&!@[#6&!R](-&!@[#6&!R])-&!@[#6&!R])-&!@[#6&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	
1927	rule0025_08	Any;NADH_CoF	[#6;$([#6&!R](=&!@[#8&!R])-&!@[#6&R]1:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@1-&!@[#7&!R](=&!@[#8&!R])-&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	Q402C7
1928	rule0025_09	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&!R]=&!@[#6&!R](-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&!R]=&!@[#6&!R](-&!@[#6&!R])-&!@[#6&!R])-&!@[#6&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	P51648;Q16MV5;Q16MV6;Q16MV7
1929	rule0025_10	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&!R](-&!@[#7&!R])-&!@[#6&!R](=&!@[#8&!R])-&!@[#8&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	P07702;P49419;P50113;P83402;P84463;Q4L235;Q80WC9;Q8NJ21;Q9DBF1
1930	rule0025_11	Any;NADH_CoF	[#6;$([#6&!R](=&!@[#8&!R])-&!@[#6&!R]=&!@[#6&!R]-&!@[#6&R]1:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@1);!$([#6&!R](-&!@[#6&!R]=&!@[#6&!R]-&!@[#6&R]1:&@[#6&R]:&@[#6&R](-&!@[#8&!R]-&!@[#6&!R]):&@[#6&R](:&@[#6&R]:&@[#6&R]:&@1)-&!@[#8&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	K9UV87;Q402C7;Q8NMB0
1931	rule0025_12	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&!R]=&!@[#6&!R]-&!@[#6&!R]=&!@[#6&!R](-&!@[#6&!R](=&!@[#8&!R])-&!@[#8&!R])-&!@[#8&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	O30983;O85980;P19059;P23105;Q1XGK8
1932	rule0025_13	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&!R]=&!@[#6&!R]-&!@[#6&!R]=&!@[#6&!R](-&!@[#7&!R])-&!@[#6&!R](=&!@[#8&!R])-&!@[#8&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	O68391;Q38M39;Q83V33;Q83XU8;Q9KWS5
1933	rule0025_14	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&!R](-&!@[#7&!R])-&!@[#6&!R](=&!@[#8&!R])-&!@[#8&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	A0K608;A0KN18;A0KST2;A0R909;A1RNU4;A1U5W8;A1V675;A3D039;A3NBM7;A3NXG2;A4IJP9;A4JCW0;A4SK35;A4TJU5;A4W9J7;A4XWE7;A4Y344;A5F529;A5ICK3;A5IVY0;A5W0D5;A6QK44;A6T7T5;A6U4T5;A6WST7;A7GKJ4;A7MNV8;A7MX96;A7X6R7;A7YWE4;A7ZML4;A8A0T8;A8AHD8;A8F9T1;A8FRE9;A8GFQ3;A8H8E0;A8Z3F5;A9AD19;A9EN94;A9L3U4;A9MFG0;A9N276;A9QZ61;A9VRG6;B0KR47;B0T8I8;B0TU38;B1IPI4;B1JCH3;B1JMD1;B1JYT5;B1KDF2;B1LDY5;B1XGK7;B1YW19;B2K296;B2U3C8;B2VJX8;B4ECZ8;B4T3Z6;B4TGE2;B4TUC3;B5BA70;B5F7J0;B5FBM2;B5FJD6;B5QWI8;B5RAZ9;B5YQ33;B6EML5;B6IBG6;B7GFV3;B7H4V1;B7HSW8;B7IUW8;B7JM99;B7L6M0;B7LQ46;B7M1F8;B7MAV7;B7MVM5;B7N582;B7NT31;B7USC7;B7VLI4;B8CIT6;B8EBC2;B9J1L9;C0Q6X8;C1EV77;C3JXY7;C3L546;C3LRS7;C3PBP4;C4ZZA2;C5D4J5;O50174;O74766;P07275;P09546;P0C2X9;P30038;P39634;P62028;P63939;P78568;P94391;P99076;Q07XY1;Q0BGV0;Q0DHN6;Q0T4V3;Q0TH84;Q12JA9;Q12QD2;Q141D3;Q15Y60;Q1BXP1;Q1C8A9;Q1GV29;Q1I6Z5;Q1QTQ7;Q1RB47;Q2FDV3;Q2FV67;Q2G9T9;Q2SKP1;Q2SXN9;Q2YWA6;Q321N8;Q32G88;Q39I25;Q3IC91;Q3IFT7;Q3JQC6;Q3K885;Q488Y0;Q48G19;Q4A0E7;Q4DRT8;Q4K837;Q4L966;Q4ZQH8;Q54RA2;Q5E2G9;Q5HCZ6;Q5HL59;Q5L3K8;Q5PHC0;Q5QVX3;Q5WVZ4;Q5X4K4;Q5ZUT5;Q62LN5;Q63GS0;Q63SD7;Q65NN2;Q66B19;Q6FCQ0;Q6G6C0;Q6GDP4;Q6HP91;Q6LVE5;Q72IB9;Q7ADE6;Q7MH21;Q7N2G9;Q7NXX7;Q7SY23;Q7UCI7;Q81IP0;Q81ZF8;Q87L22;Q885J7;Q88EI4;Q8CHT0;Q8CN04;Q8DCS9;Q8EJ54;Q8ERF4;Q8FH01;Q8NUR2;Q8VZC3;Q8Z6G1;Q8ZPV0;Q9A7W2;Q9AAL5;Q9K5Z5;Q9K9B2;Q9KNW4;Q9P8I0;Q9RW56;Q9ZC68
1934	rule0025_15	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&R]1:&@[#6&R]:&@[#6&R]:&@[#6&R](:&@[#6&R]:&@[#6&R]:&@1)-&!@[#8&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	A0A031HHQ4;A0JW58;A2PZP3;B9W7C4;E4U3G2;G2IKR4;G2IKV5;G2IMC6;K9UV87;O05619;O69763;Q0SCE7;Q11D49;Q15PC8;Q1R0P8;Q402C7;Q59702;Q6Q8Q7;Q8NMB0
1935	rule0025_16	Any;NADH_CoF	[#6;$([#6&!R](-&!@[#6&!R]-&!@[#6&!R]-&!@[#6&!R](-&!@[#6&!R](=&!@[#8&!R])-&!@[#8&!R])=&!@[#8&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	D4GP41;Q08IB7;Q08IC0;Q1JUP4;Q6FFQ0;Q88GW5;Q97UA1;Q9I1Q0
1936	rule0025_17	Any;NADH_CoF	[#6;$([#6&!R](=&!@[#8&!R])-&!@[#6&!R]-&!@[#6&R]1:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@1);!$([#6&!R](=&!@[#8&!R])-&!@[#6&!R](-&!@[#8&!R])-&!@[#6&R]1:&@[#6&R]:&@[#6&R]:&@[#6&R](:&@[#6&R](:&@[#6&R]:&@1)-&!@[#8&!R])-&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	A5F3A7;B1N7H3;B8M9K4;E9Q3E1;J3QMK6;O06478;O34660;O35945;O74187;P05091;P08157;P0C6D7;P11884;P12693;P12762;P13601;P20000;P22281;P25795;P30837;P30839;P30840;P32872;P33008;P39616;P40047;P40108;P41751;P42041;P42236;P45959;P46329;P46368;P46369;P46562;P47738;P47740;P47771;P51648;P52476;P54114;P63938;P80668;P81178;P83401;P9WNY0;P9WNY1;Q04458;Q0WSF1;Q19A30;Q25417;Q27640;Q28399;Q29490;Q29491;Q2FF06;Q2FK94;Q2FWD6;Q2G1J0;Q2XQV4;Q2YUN1;Q2YV11;Q40255;Q41247;Q49Z69;Q4L803;Q4L919;Q56YU0;Q5HE78;Q5HJK3;Q5HLA3;Q5HMA0;Q5P171;Q5R6B5;Q5RF00;Q5RF60;Q60HH8;Q66HF8;Q6G7I8;Q6GCV9;Q6GEV3;Q6GKD8;Q70DU8;Q70E96;Q7A1Y7;Q7A4D8;Q7A825;Q7ZVB2;Q802W2;Q8CN24;Q8CNI5;Q8NLZ0;Q8NVG4;Q8S528;Q8VXQ2;Q8W033;Q94688;Q99SD6;Q99X54;Q9CZS1;Q9RJZ6;Q9RYG9;Q9SU63;Q9SYG7;Q9ZA11;Q9ZPB7;S0ENH1;V4GH04;W7MWX4
1937	rule0025_18	Any;NADH_CoF	[#6;$([#6&!R](=&!@[#8&!R])-&!@[#6&R]1:&@[#6&R]:&@[#6&R]:&@[#6&R]:&@[#6&R](:&@[#6&R]:&@1)-&!@[#8&!R]);!$([#6&!R](-&!@[#6&R]1:&@[#6&R]:&@[#6&R]:&@[#6&R](:&@[#6&R]:&@[#6&R]:&@1)-&!@[#8&!R])=&!@[#8&!R]):1]-[#8:2].[#6:3]1=[#6:4]-[#7:5]-[#6:6]=[#6:7]-[#6:8]-1>>[#6:1].[#6:3]1:[#6:8]:[#6:7]:[#6:6]:[#7+:5]:[#6:4]:1.[#8:2]	Any;NAD_CoF;WATER	G2IKV5;G2IMC6;Q402C7
